seed,condition,mass,signed_pref,gain,target_drop,lowuse_drop,removed,low_removed
0,blind,56.64854049682617,-0.0025650108618652002,0.6401697096263927,0.0670368335394693,0.0723841347642991,3.3950390815734863,3.4120302200317383
0,credit,56.648536682128906,-0.012359173367695934,0.6823222759718351,0.06801251569191397,0.029652782424183014,3.3990564346313477,3.408496618270874
0,open_loop,56.64854049682617,-0.005347232788156093,0.0,0.0,0.0,3.3950390815734863,3.4120302200317383
1,blind,56.648536682128906,0.011696433220695922,0.6258358814706434,0.038833680223031075,0.041153987033973265,3.3948111534118652,3.405447006225586
1,credit,56.648536682128906,0.023234281370534227,0.6784959253817004,0.06355437416484323,0.01765887029212848,3.397595167160034,3.3941116333007812
1,open_loop,56.648536682128906,-6.950165467261332e-05,0.0,0.0,0.0,3.3948111534118652,3.405447006225586
2,blind,56.64854049682617,-0.01395501541082717,0.6195170306763237,0.044328056339598555,0.02662609895849065,3.400012969970703,3.4010848999023438
2,credit,56.648536682128906,-0.05214229213532798,0.7652185967294282,0.010495534099178859,0.3473841569161777,3.429793357849121,3.4509084224700928
2,open_loop,56.64854049682617,-0.0015077195079689324,0.0,0.0,0.0,3.400012969970703,3.4010848999023438
